Date,Today Price,Tomorrow Prediction,Cash,Bank Account,Position,Holding Value,Leverage,Leverage for Short,Leverage for Long,Losses,Leverage Factor,Transaction Cost,Status,Unused_Capital
2018-04-11,34.98,34.850257190801194,155419.54035932058,0,40114.020744132664,155419.54035932058,1398775.8632338853,0.0,1398775.8632338853,Not Update,9.0,0,New Day Start,155419.54035932058
2018-04-11,34.98,34.850257190801194,159832.1227551957,0,0.0,159832.1227551957,0.0,0.0,0.0,Not Update,9.0,0,Close Long Position,159832.1227551957
2018-04-11,34.98,34.850257190801194,1598321.2275519571,0,-41123.187672863394,159832.1227551957,1438489.1047967614,1438489.1047967614,0.0,Not Update,9.0,0,Start Short Position,159832.1227551957
2018-04-11,34.98,34.850257190801194,1598321.2275519571,0,-41123.187672863394,159832.1227551957,1438489.1047967614,1438489.1047967614,0.0,Not Update,9.0,0,End of Day,159832.1227551957
2018-04-12,34.73,35.02140251225931,1598321.2275519571,0,-41123.187672863394,159832.1227551957,1438489.1047967614,1438489.1047967614,0.0,Not Update,9.0,0,New Day Start,159832.1227551957
2018-04-12,34.73,35.02140251225931,170112.91967341164,0,0.0,170112.91967341164,0.0,0.0,0.0,Not Update,9.0,0,Close Short Position,170112.91967341164
2018-04-12,34.73,35.02140251225931,170112.91967341164,0,44083.39409907011,170112.91967341164,1531016.2770607048,0.0,1531016.2770607048,Not Update,9.0,0,Start Long Position,170112.91967341164
2018-04-12,34.73,35.02140251225931,170112.91967341164,0,44083.39409907011,170112.91967341164,1531016.2770607048,0.0,1531016.2770607048,Not Update,9.0,0,End of Day,170112.91967341164
2018-04-13,34.799999,34.70378886970526,170112.91967341164,0,44083.39409907011,170112.91967341164,1531016.2770607048,0.0,1531016.2770607048,Not Update,9.0,0,New Day Start,170112.91967341164
2018-04-13,34.799999,34.70378886970526,173198.71317695244,0,0.0,173198.71317695244,0.0,0.0,0.0,Not Update,9.0,0,Close Long Position,173198.71317695244
2018-04-13,34.799999,34.70378886970526,1731987.1317695244,0,-44792.771936360456,173198.71317695244,1558788.418592572,1558788.418592572,0.0,Not Update,9.0,0,Start Short Position,173198.71317695244
2018-04-13,34.799999,34.70378886970526,1731987.1317695244,0,-44792.771936360456,173198.71317695244,1558788.418592572,1558788.418592572,0.0,Not Update,9.0,0,End of Day,173198.71317695244
2018-04-16,34.799999,34.831497164582856,1731987.1317695244,0,-44792.771936360456,173198.71317695244,1558788.418592572,1558788.418592572,0.0,Not Update,9.0,0,New Day Start,173198.71317695244
2018-04-16,34.799999,34.831497164582856,173198.71317695244,0,0.0,173198.71317695244,0.0,0.0,0.0,Not Update,9.0,0,Close Short Position,173198.71317695244
2018-04-16,34.799999,34.831497164582856,173198.71317695244,0,44792.771936360456,173198.71317695244,1558788.418592572,0.0,1558788.418592572,Not Update,9.0,0,Start Long Position,173198.71317695244
2018-04-16,34.799999,34.831497164582856,173198.71317695244,0,44792.771936360456,173198.71317695244,1558788.418592572,0.0,1558788.418592572,Not Update,9.0,0,End of Day,173198.71317695244
2018-04-17,34.91,34.807182719295426,173198.71317695244,0,44792.771936360456,173198.71317695244,1558788.418592572,0.0,1558788.418592572,Not Update,9.0,0,New Day Start,173198.71317695244
2018-04-17,34.91,34.807182719295426,178125.9628827239,0,0.0,178125.9628827239,0.0,0.0,0.0,Not Update,9.0,0,Close Long Position,178125.9628827239
2018-04-17,34.91,34.807182719295426,1781259.6288272392,0,-45921.903922787606,178125.96288272412,1603133.665944515,1603133.665944515,0.0,Not Update,9.0,0,Start Short Position,178125.96288272412
2018-04-17,34.91,34.807182719295426,1781259.6288272392,0,-45921.903922787606,178125.96288272412,1603133.665944515,1603133.665944515,0.0,Not Update,9.0,0,End of Day,178125.96288272412
2018-04-18,34.630001,34.874997119835385,1781259.6288272392,0,-45921.903922787606,178125.96288272412,1603133.665944515,1603133.665944515,0.0,Not Update,9.0,0,New Day Start,178125.96288272412
2018-04-18,34.630001,34.874997119835385,190984.0500592005,0,0.0,190984.0500592005,0.0,0.0,0.0,Not Update,9.0,0,Close Short Position,190984.0500592005
2018-04-18,34.630001,34.874997119835385,190984.0500592005,0,49634.894625986424,190984.0500592005,1718856.4505328045,0.0,1718856.4505328045,Not Update,9.0,0,Start Long Position,190984.0500592005
2018-04-18,34.630001,34.874997119835385,190984.0500592005,0,49634.894625986424,190984.0500592005,1718856.4505328045,0.0,1718856.4505328045,Not Update,9.0,0,End of Day,190984.0500592005
2018-04-19,34.369999,34.69597397970436,190984.0500592005,0,49634.894625986424,190984.0500592005,1718856.4505328045,0.0,1718856.4505328045,Not Update,9.0,0,New Day Start,190984.0500592005
2018-04-19,34.369999,34.69597397970436,178078.87818665477,0,0.0,178078.87818665477,0.0,0.0,0.0,-12905.171872545732,9.0,0,Wrong Decision On Long and Close Position,178078.87818665477
2018-04-19,34.369999,34.69597397970436,178078.87818665477,0,46631.07216499753,178078.87818665477,1602709.903679893,0.0,1602709.903679893,Not Update,9.0,0,Start Long Position,178078.87818665477
2018-04-19,34.369999,34.69597397970436,178078.87818665477,0,46631.07216499753,178078.87818665477,1602709.903679893,0.0,1602709.903679893,Not Update,9.0,0,End of Day,178078.87818665477
2018-04-20,34.119999,34.348939713653635,178078.87818665477,0,46631.07216499753,178078.87818665477,1602709.903679893,0.0,1602709.903679893,Not Update,9.0,0,New Day Start,178078.87818665477
2018-04-20,34.119999,34.348939713653635,166421.1101454054,0,0.0,166421.1101454054,0.0,0.0,0.0,-11657.768041249365,9.0,0,Wrong Decision On Long and Close Position,166421.1101454054
2018-04-20,34.119999,34.348939713653635,166421.1101454054,0,43897.71498260151,166421.1101454054,1497789.9913086486,0.0,1497789.9913086486,Not Update,9.0,0,Start Long Position,166421.1101454054
2018-04-20,34.119999,34.348939713653635,166421.1101454054,0,43897.71498260151,166421.1101454054,1497789.9913086486,0.0,1497789.9913086486,Not Update,9.0,0,End of Day,166421.1101454054
2018-04-23,34.139999,34.17286548120808,166421.1101454054,0,43897.71498260151,166421.1101454054,1497789.9913086486,0.0,1497789.9913086486,Not Update,9.0,0,New Day Start,166421.1101454054
2018-04-23,34.139999,34.17286548120808,167299.06444505742,0,0.0,167299.06444505742,0.0,0.0,0.0,Not Update,9.0,0,Close Long Position,167299.06444505742
