Date,Today Price,Date
2016-12-16,33.875,2016-12-16
2016-12-19,34.255001,2016-12-19
2016-12-20,34.07,2016-12-20
2016-12-21,34.220001,2016-12-21
2016-12-22,34.174999,2016-12-22
2016-12-23,34.215,2016-12-23
2016-12-27,34.130001,2016-12-27
2016-12-28,34.259998,2016-12-28
2016-12-29,34.400002,2016-12-29
2016-12-30,34.445,2016-12-30
2017-01-03,34.580002,2017-01-03
2017-01-04,34.724998,2017-01-04
2017-01-05,35.240002,2017-01-05
2017-01-06,34.895,2017-01-06
2017-01-09,35.205002,2017-01-09
2017-01-10,35.150002,2017-01-10
2017-01-11,35.259998,2017-01-11
2017-01-12,35.220001,2017-01-12
2017-01-13,35.029999,2017-01-13
2017-01-17,35.41,2017-01-17
2017-01-18,34.945,2017-01-18
2017-01-19,34.740002,2017-01-19
2017-01-20,34.689999,2017-01-20
2017-01-23,35.014999,2017-01-23
2017-01-24,34.764999,2017-01-24
2017-01-25,34.380001,2017-01-25
2017-01-26,34.48,2017-01-26
2017-01-27,34.57,2017-01-27
2017-01-30,34.490002,2017-01-30
2017-01-31,34.705002,2017-01-31
2017-02-01,34.445,2017-02-01
2017-02-02,34.415001,2017-02-02
2017-02-03,34.369999,2017-02-03
2017-02-06,34.639999,2017-02-06
2017-02-07,34.860001,2017-02-07
2017-02-08,35.314999,2017-02-08
2017-02-09,34.924999,2017-02-09
2017-02-10,34.889999,2017-02-10
2017-02-13,34.77,2017-02-13
2017-02-14,34.544998,2017-02-14
2017-02-15,34.380001,2017-02-15
2017-02-16,34.605,2017-02-16
2017-02-17,34.775002,2017-02-17
2017-02-21,34.73,2017-02-21
2017-02-22,34.790001,2017-02-22
2017-02-23,34.895,2017-02-23
2017-02-24,35.25,2017-02-24
2017-02-27,35.049999,2017-02-27
2017-02-28,35.189999,2017-02-28
2017-03-01,34.555,2017-03-01
2017-03-02,34.404999,2017-03-02
2017-03-03,34.470001,2017-03-03
2017-03-06,34.360001,2017-03-06
2017-03-07,34.25,2017-03-07
2017-03-08,34.035,2017-03-08
2017-03-09,33.810001,2017-03-09
2017-03-10,33.889999,2017-03-10
2017-03-13,33.720001,2017-03-13
2017-03-14,33.865002,2017-03-14
2017-03-15,34.27,2017-03-15
2017-03-16,34.09,2017-03-16
2017-03-17,34.314999,2017-03-17
2017-03-20,34.465,2017-03-20
2017-03-21,34.740002,2017-03-21
2017-03-22,34.860001,2017-03-22
2017-03-23,34.825001,2017-03-23
2017-03-24,34.904999,2017-03-24
2017-03-27,35.099998,2017-03-27
2017-03-28,34.84,2017-03-28
2017-03-29,35.060001,2017-03-29
2017-03-30,34.794998,2017-03-30
2017-03-31,34.875,2017-03-31
2017-04-03,35.119999,2017-04-03
2017-04-04,34.985001,2017-04-04
2017-04-05,35.099998,2017-04-05
2017-04-06,35.040001,2017-04-06
2017-04-07,34.900002,2017-04-07
2017-04-10,35.055,2017-04-10
2017-04-11,35.360001,2017-04-11
2017-04-12,35.544998,2017-04-12
2017-04-13,35.685001,2017-04-13
2017-04-17,35.57,2017-04-17
2017-04-18,36.029999,2017-04-18
2017-04-19,35.825001,2017-04-19
2017-04-20,35.685001,2017-04-20
2017-04-21,35.665001,2017-04-21
2017-04-24,35.52,2017-04-24
2017-04-25,35.095001,2017-04-25
2017-04-26,35.290001,2017-04-26
2017-04-27,35.299999,2017-04-27
2017-04-28,35.349998,2017-04-28
2017-05-01,35.02,2017-05-01
2017-05-02,35.185001,2017-05-02
2017-05-03,35.200001,2017-05-03
2017-05-04,35.009998,2017-05-04
2017-05-05,35.029999,2017-05-05
2017-05-08,34.855,2017-05-08
2017-05-09,34.849998,2017-05-09
2017-05-10,34.810001,2017-05-10
2017-05-11,34.82,2017-05-11
2017-05-12,35.060001,2017-05-12
2017-05-15,34.959999,2017-05-15
2017-05-16,35.095001,2017-05-16
2017-05-17,35.605,2017-05-17
2017-05-18,35.665001,2017-05-18
2017-05-19,35.705002,2017-05-19
2017-05-22,35.615002,2017-05-22
2017-05-23,35.380001,2017-05-23
2017-05-24,35.560001,2017-05-24
2017-05-25,35.580002,2017-05-25
2017-05-26,35.630001,2017-05-26
2017-05-30,35.814999,2017-05-30
2017-05-31,35.91,2017-05-31
2017-06-01,35.834999,2017-06-01
2017-06-02,36.235001,2017-06-02
2017-06-05,36.009998,2017-06-05
2017-06-06,36.244999,2017-06-06
2017-06-07,36.060001,2017-06-07
2017-06-08,35.939999,2017-06-08
2017-06-09,35.919998,2017-06-09
2017-06-12,35.895,2017-06-12
2017-06-13,35.91,2017-06-13
2017-06-14,36.450001,2017-06-14
2017-06-15,36.395,2017-06-15
2017-06-16,36.450001,2017-06-16
2017-06-19,36.380001,2017-06-19
2017-06-20,36.689999,2017-06-20
2017-06-21,36.77,2017-06-21
2017-06-22,36.830002,2017-06-22
2017-06-23,36.810001,2017-06-23
2017-06-26,36.959999,2017-06-26
2017-06-27,36.595001,2017-06-27
2017-06-28,36.439999,2017-06-28
2017-06-29,36.18,2017-06-29
2017-06-30,36.055,2017-06-30
2017-07-03,35.834999,2017-07-03
2017-07-05,35.884998,2017-07-05
2017-07-06,35.619999,2017-07-06
2017-07-07,35.424999,2017-07-07
2017-07-10,35.474998,2017-07-10
2017-07-11,35.525002,2017-07-11
2017-07-12,35.720001,2017-07-12
2017-07-13,35.540001,2017-07-13
2017-07-14,35.580002,2017-07-14
2017-07-17,35.695,2017-07-17
2017-07-18,36.0,2017-07-18
2017-07-19,35.990002,2017-07-19
2017-07-20,36.115002,2017-07-20
2017-07-21,36.25,2017-07-21
2017-07-24,36.125,2017-07-24
2017-07-25,35.645,2017-07-25
2017-07-26,35.720001,2017-07-26
2017-07-27,35.529999,2017-07-27
2017-07-28,35.775002,2017-07-28
2017-07-31,35.794998,2017-07-31
2017-08-01,35.959999,2017-08-01
2017-08-02,35.970001,2017-08-02
2017-08-03,36.325001,2017-08-03
2017-08-04,35.994999,2017-08-04
2017-08-07,36.080002,2017-08-07
2017-08-08,35.959999,2017-08-08
2017-08-09,36.130001,2017-08-09
2017-08-10,36.419998,2017-08-10
2017-08-11,36.43,2017-08-11
2017-08-14,36.290001,2017-08-14
2017-08-15,36.134998,2017-08-15
2017-08-16,36.235001,2017-08-16
2017-08-17,36.505001,2017-08-17
2017-08-18,36.490002,2017-08-18
2017-08-21,36.59,2017-08-21
2017-08-22,36.43,2017-08-22
2017-08-23,36.685001,2017-08-23
2017-08-24,36.544998,2017-08-24
2017-08-25,36.68,2017-08-25
2017-08-28,36.674999,2017-08-28
2017-08-29,36.790001,2017-08-29
2017-08-30,36.775002,2017-08-30
2017-08-31,36.875,2017-08-31
2017-09-01,36.52,2017-09-01
2017-09-05,37.095001,2017-09-05
2017-09-06,36.82,2017-09-06
2017-09-07,37.244999,2017-09-07
2017-09-08,37.169998,2017-09-08
2017-09-11,36.740002,2017-09-11
2017-09-12,36.544998,2017-09-12
2017-09-13,36.419998,2017-09-13
2017-09-14,36.540001,2017-09-14
2017-09-15,36.560001,2017-09-15
2017-09-18,36.395,2017-09-18
2017-09-19,36.290001,2017-09-19
2017-09-20,36.305,2017-09-20
2017-09-21,36.285,2017-09-21
2017-09-22,36.375,2017-09-22
2017-09-25,36.615002,2017-09-25
2017-09-26,36.549999,2017-09-26
2017-09-27,36.009998,2017-09-27
2017-09-28,35.91,2017-09-28
2017-09-29,35.990002,2017-09-29
2017-10-02,35.849998,2017-10-02
2017-10-03,35.884998,2017-10-03
2017-10-04,35.895,2017-10-04
2017-10-05,35.740002,2017-10-05
2017-10-06,35.665001,2017-10-06
2017-10-09,35.755001,2017-10-09
2017-10-10,35.825001,2017-10-10
2017-10-11,35.889999,2017-10-11
2017-10-12,36.040001,2017-10-12
2017-10-13,36.275002,2017-10-13
2017-10-16,36.259998,2017-10-16
2017-10-17,36.310001,2017-10-17
2017-10-18,36.080002,2017-10-18
2017-10-19,36.169998,2017-10-19
2017-10-20,35.77,2017-10-20
2017-10-23,35.830002,2017-10-23
2017-10-24,35.630001,2017-10-24
2017-10-25,35.470001,2017-10-25
2017-10-26,35.360001,2017-10-26
2017-10-27,35.57,2017-10-27
2017-10-30,35.869999,2017-10-30
2017-10-31,35.91,2017-10-31
2017-11-01,35.98,2017-11-01
2017-11-02,36.130001,2017-11-02
2017-11-03,36.209999,2017-11-03
2017-11-06,36.360001,2017-11-06
2017-11-07,36.5,2017-11-07
2017-11-08,36.389999,2017-11-08
2017-11-09,36.299999,2017-11-09
2017-11-10,35.799999,2017-11-10
2017-11-13,35.880001,2017-11-13
2017-11-14,36.09,2017-11-14
2017-11-15,36.48,2017-11-15
2017-11-16,36.130001,2017-11-16
2017-11-17,36.43,2017-11-17
2017-11-20,36.400002,2017-11-20
2017-11-21,36.490002,2017-11-21
2017-11-22,36.630001,2017-11-22
2017-11-24,36.52,2017-11-24
2017-11-27,36.48,2017-11-27
2017-11-28,36.509998,2017-11-28
2017-11-29,36.189999,2017-11-29
2017-11-30,36.049999,2017-11-30
2017-12-01,36.470001,2017-12-01
2017-12-04,36.459999,2017-12-04
2017-12-05,36.66,2017-12-05
2017-12-06,36.810001,2017-12-06
2017-12-07,36.52,2017-12-07
2017-12-08,36.470001,2017-12-08
2017-12-11,36.41,2017-12-11
2017-12-12,36.380001,2017-12-12
2017-12-13,36.66,2017-12-13
2017-12-14,36.82,2017-12-14
2017-12-15,36.939999,2017-12-15
2017-12-18,36.619999,2017-12-18
2017-12-19,36.07,2017-12-19
2017-12-20,35.68,2017-12-20
2017-12-21,35.869999,2017-12-21
2017-12-22,35.93,2017-12-22
2017-12-26,36.040001,2017-12-26
2017-12-27,36.490002,2017-12-27
2017-12-28,36.43,2017-12-28
2017-12-29,36.59,2017-12-29
2018-01-02,36.150002,2018-01-02
2018-01-03,36.299999,2018-01-03
2018-01-04,36.299999,2018-01-04
2018-01-05,36.18,2018-01-05
2018-01-08,36.169998,2018-01-08
2018-01-09,35.669998,2018-01-09
2018-01-10,35.630001,2018-01-10
2018-01-11,35.779999,2018-01-11
2018-01-12,35.830002,2018-01-12
2018-01-16,35.990002,2018-01-16
2018-01-17,35.919998,2018-01-17
2018-01-18,35.610001,2018-01-18
2018-01-19,35.419998,2018-01-19
2018-01-22,35.439999,2018-01-22
2018-01-23,35.610001,2018-01-23
2018-01-24,35.419998,2018-01-24
2018-01-25,35.709999,2018-01-25
2018-01-26,35.549999,2018-01-26
2018-01-29,35.360001,2018-01-29
2018-01-30,35.150002,2018-01-30
2018-01-31,35.349998,2018-01-31
2018-02-01,34.75,2018-02-01
2018-02-02,34.43,2018-02-02
2018-02-05,34.810001,2018-02-05
2018-02-06,34.580002,2018-02-06
2018-02-07,34.259998,2018-02-07
2018-02-08,34.220001,2018-02-08
2018-02-09,33.939999,2018-02-09
2018-02-12,34.119999,2018-02-12
2018-02-13,34.259998,2018-02-13
2018-02-14,33.91,2018-02-14
2018-02-15,34.009998,2018-02-15
2018-02-16,34.169998,2018-02-16
2018-02-20,34.060001,2018-02-20
2018-02-21,33.639999,2018-02-21
2018-02-22,33.77,2018-02-22
2018-02-23,34.009998,2018-02-23
2018-02-26,34.060001,2018-02-26
2018-02-27,34.02,2018-02-27
2018-02-28,34.23,2018-02-28
2018-03-01,34.389999,2018-03-01
2018-03-02,34.07,2018-03-02
2018-03-05,33.990002,2018-03-05
2018-03-06,34.029999,2018-03-06
2018-03-07,34.009998,2018-03-07
2018-03-08,34.200001,2018-03-08
2018-03-09,33.990002,2018-03-09
2018-03-12,34.200001,2018-03-12
2018-03-13,34.360001,2018-03-13
2018-03-14,34.630001,2018-03-14
2018-03-15,34.639999,2018-03-15
2018-03-16,34.52,2018-03-16
2018-03-19,34.41,2018-03-19
2018-03-20,34.27,2018-03-20
2018-03-21,34.310001,2018-03-21
2018-03-22,34.639999,2018-03-22
2018-03-23,34.610001,2018-03-23
2018-03-26,34.490002,2018-03-26
2018-03-27,34.84,2018-03-27
2018-03-28,34.91,2018-03-28
2018-03-29,35.099998,2018-03-29
2018-04-02,35.080002,2018-04-02
2018-04-03,34.82,2018-04-03
2018-04-04,34.759998,2018-04-04
2018-04-05,34.52,2018-04-05
2018-04-06,34.849998,2018-04-06
2018-04-09,34.889999,2018-04-09
2018-04-10,34.869999,2018-04-10
2018-04-11,34.98,2018-04-11
2018-04-12,34.73,2018-04-12
2018-04-13,34.799999,2018-04-13
2018-04-16,34.799999,2018-04-16
2018-04-17,34.91,2018-04-17
2018-04-18,34.630001,2018-04-18
2018-04-19,34.369999,2018-04-19
2018-04-20,34.119999,2018-04-20
2018-04-23,34.139999,2018-04-23
2018-04-24,33.98,2018-04-24
2018-04-25,33.75,2018-04-25
2018-04-26,33.970001,2018-04-26
2018-04-27,34.23,2018-04-27
2018-04-30,34.310001,2018-04-30
2018-05-01,34.09,2018-05-01
2018-05-02,34.07,2018-05-02
2018-05-03,34.23,2018-05-03
2018-05-04,34.259998,2018-05-04
2018-05-07,34.220001,2018-05-07
2018-05-08,34.189999,2018-05-08
2018-05-09,33.990002,2018-05-09
2018-05-10,34.240002,2018-05-10
2018-05-11,34.290001,2018-05-11
2018-05-14,34.139999,2018-05-14
2018-05-15,33.759998,2018-05-15
2018-05-16,33.610001,2018-05-16
2018-05-17,33.459999,2018-05-17
2018-05-18,33.75,2018-05-18
2018-05-21,33.779999,2018-05-21
2018-05-22,33.73,2018-05-22
2018-05-23,33.959999,2018-05-23
2018-05-24,34.209999,2018-05-24
2018-05-25,34.459999,2018-05-25
2018-05-29,35.18,2018-05-29
2018-05-30,34.950001,2018-05-30
2018-05-31,34.900002,2018-05-31
2018-06-01,34.610001,2018-06-01
2018-06-04,34.369999,2018-06-04
2018-06-05,34.459999,2018-06-05
2018-06-06,34.200001,2018-06-06
2018-06-07,34.509998,2018-06-07
2018-06-08,34.41,2018-06-08
2018-06-11,34.330002,2018-06-11
2018-06-12,34.349998,2018-06-12
2018-06-13,34.330002,2018-06-13
2018-06-14,34.59,2018-06-14
2018-06-15,34.630001,2018-06-15
2018-06-18,34.599998,2018-06-18
2018-06-19,34.790001,2018-06-19
2018-06-20,34.5,2018-06-20
2018-06-21,34.669998,2018-06-21
2018-06-22,34.68,2018-06-22
2018-06-25,34.779999,2018-06-25
2018-06-26,34.799999,2018-06-26
2018-06-27,35.139999,2018-06-27
2018-06-28,35.139999,2018-06-28
2018-06-29,35.029999,2018-06-29
2018-07-02,34.93,2018-07-02
2018-07-03,35.099998,2018-07-03
2018-07-05,35.16,2018-07-05
2018-07-06,35.299999,2018-07-06
2018-07-09,35.09,2018-07-09
2018-07-10,35.099998,2018-07-10
2018-07-11,35.23,2018-07-11
2018-07-12,35.189999,2018-07-12
2018-07-13,35.279999,2018-07-13
2018-07-16,35.150002,2018-07-16
2018-07-17,35.099998,2018-07-17
2018-07-18,34.970001,2018-07-18
2018-07-19,35.169998,2018-07-19
2018-07-20,34.759998,2018-07-20
2018-07-23,34.369999,2018-07-23
2018-07-24,34.470001,2018-07-24
2018-07-25,34.41,2018-07-25
2018-07-26,34.349998,2018-07-26
2018-07-27,34.41,2018-07-27
2018-07-30,34.279999,2018-07-30
2018-07-31,34.459999,2018-07-31
2018-08-01,34.119999,2018-08-01
2018-08-02,34.150002,2018-08-02
2018-08-03,34.299999,2018-08-03
2018-08-06,34.349998,2018-08-06
2018-08-07,34.189999,2018-08-07
2018-08-08,34.220001,2018-08-08
2018-08-09,34.470001,2018-08-09
2018-08-10,34.73,2018-08-10
2018-08-13,34.68,2018-08-13
2018-08-14,34.59,2018-08-14
2018-08-15,34.779999,2018-08-15
2018-08-16,34.779999,2018-08-16
2018-08-17,34.810001,2018-08-17
2018-08-20,35.040001,2018-08-20
2018-08-21,34.950001,2018-08-21
2018-08-22,35.07,2018-08-22
2018-08-23,35.139999,2018-08-23
2018-08-24,35.169998,2018-08-24
2018-08-27,34.98,2018-08-27
2018-08-28,34.790001,2018-08-28
2018-08-29,34.830002,2018-08-29
2018-08-30,34.900002,2018-08-30
2018-08-31,34.830002,2018-08-31
2018-09-04,34.549999,2018-09-04
2018-09-05,34.48,2018-09-05
2018-09-06,34.599998,2018-09-06
2018-09-07,34.310001,2018-09-07
2018-09-10,34.43,2018-09-10
2018-09-11,34.189999,2018-09-11
2018-09-12,34.25,2018-09-12
2018-09-13,34.299999,2018-09-13
2018-09-14,34.150002,2018-09-14
2018-09-17,34.150002,2018-09-17
2018-09-18,33.810001,2018-09-18
2018-09-19,33.610001,2018-09-19
2018-09-20,33.759998,2018-09-20
2018-09-21,33.75,2018-09-21
2018-09-24,33.68,2018-09-24
2018-09-25,33.639999,2018-09-25
2018-09-26,33.849998,2018-09-26
2018-09-27,33.889999,2018-09-27
2018-09-28,33.799999,2018-09-28
2018-10-01,33.450001,2018-10-01
2018-10-02,33.700001,2018-10-02
2018-10-03,33.09,2018-10-03
2018-10-04,32.900002,2018-10-04
2018-10-05,32.610001,2018-10-05
2018-10-08,32.48,2018-10-08
2018-10-09,32.830002,2018-10-09
2018-10-10,32.75,2018-10-10
2018-10-11,33.139999,2018-10-11
2018-10-12,33.009998,2018-10-12
2018-10-15,33.0,2018-10-15
2018-10-16,33.07,2018-10-16
2018-10-17,32.869999,2018-10-17
2018-10-18,32.889999,2018-10-18
2018-10-19,32.790001,2018-10-19
2018-10-22,32.77,2018-10-22
2018-10-23,32.849998,2018-10-23
2018-10-24,33.080002,2018-10-24
2018-10-25,32.959999,2018-10-25
2018-10-26,33.150002,2018-10-26
2018-10-29,33.110001,2018-10-29
2018-10-30,32.950001,2018-10-30
2018-10-31,32.759998,2018-10-31
2018-11-01,32.73,2018-11-01
2018-11-02,32.310001,2018-11-02
2018-11-05,32.470001,2018-11-05
2018-11-06,32.439999,2018-11-06
2018-11-07,32.48,2018-11-07
2018-11-08,32.450001,2018-11-08
2018-11-09,32.68,2018-11-09
2018-11-12,32.93,2018-11-12
2018-11-13,32.880001,2018-11-13
2018-11-14,32.919998,2018-11-14
2018-11-15,32.919998,2018-11-15
2018-11-16,33.07,2018-11-16
2018-11-19,33.18,2018-11-19
2018-11-20,33.200001,2018-11-20
2018-11-21,33.169998,2018-11-21
2018-11-23,33.200001,2018-11-23
2018-11-26,33.139999,2018-11-26
2018-11-27,33.189999,2018-11-27
2018-11-28,33.029999,2018-11-28
2018-11-29,33.139999,2018-11-29
2018-11-30,33.259998,2018-11-30
2018-12-03,33.41,2018-12-03
2018-12-04,33.950001,2018-12-04
2018-12-06,34.080002,2018-12-06
2018-12-07,34.130001,2018-12-07
2018-12-10,34.290001,2018-12-10
2018-12-11,34.25,2018-12-11
2018-12-12,34.110001,2018-12-12
2018-12-13,34.049999,2018-12-13
2018-12-14,34.150002,2018-12-14
2018-12-17,34.34,2018-12-17
2018-12-18,34.540001,2018-12-18
2018-12-19,34.91,2018-12-19
2018-12-20,34.779999,2018-12-20
2018-12-21,34.75,2018-12-21
2018-12-24,34.919998,2018-12-24
2018-12-26,34.57,2018-12-26
2018-12-27,34.59,2018-12-27
2018-12-28,34.849998,2018-12-28
2018-12-31,35.040001,2018-12-31
2019-01-02,35.169998,2019-01-02
2019-01-03,35.59,2019-01-03
2019-01-04,35.16,2019-01-04
2019-01-07,35.080002,2019-01-07
2019-01-08,35.0,2019-01-08
2019-01-09,34.91,2019-01-09
2019-01-10,34.700001,2019-01-10
2019-01-11,34.82,2019-01-11
2019-01-14,34.700001,2019-01-14
2019-01-15,34.599998,2019-01-15
2019-01-16,34.619999,2019-01-16
2019-01-17,34.630001,2019-01-17
2019-01-18,34.450001,2019-01-18
2019-01-22,34.689999,2019-01-22
2019-01-23,34.669998,2019-01-23
2019-01-24,34.900002,2019-01-24
2019-01-25,34.73,2019-01-25
2019-01-28,34.700001,2019-01-28
2019-01-29,34.849998,2019-01-29
2019-01-30,34.84,2019-01-30
2019-01-31,35.139999,2019-01-31
2019-02-01,34.84,2019-02-01
2019-02-04,34.68,2019-02-04
2019-02-05,34.849998,2019-02-05
2019-02-06,34.849998,2019-02-06
2019-02-07,35.09,2019-02-07
2019-02-08,35.240002,2019-02-08
2019-02-11,35.119999,2019-02-11
2019-02-12,35.009998,2019-02-12
2019-02-13,34.900002,2019-02-13
2019-02-14,35.099998,2019-02-14
2019-02-15,35.139999,2019-02-15
2019-02-19,35.220001,2019-02-19
2019-02-20,35.139999,2019-02-20
2019-02-21,34.849998,2019-02-21
2019-02-22,35.029999,2019-02-22
2019-02-25,34.93,2019-02-25
2019-02-26,35.099998,2019-02-26
2019-02-27,34.740002,2019-02-27
2019-02-28,34.59,2019-02-28
2019-03-01,34.209999,2019-03-01
2019-03-04,34.48,2019-03-04
2019-03-05,34.549999,2019-03-05
2019-03-06,34.689999,2019-03-06
2019-03-07,34.889999,2019-03-07
2019-03-08,35.029999,2019-03-08
2019-03-11,34.93,2019-03-11
2019-03-12,35.150002,2019-03-12
2019-03-13,35.099998,2019-03-13
2019-03-14,34.860001,2019-03-14
2019-03-15,35.080002,2019-03-15
2019-03-18,35.049999,2019-03-18
2019-03-19,35.009998,2019-03-19
2019-03-20,35.360001,2019-03-20
2019-03-21,35.419998,2019-03-21
2019-03-22,35.950001,2019-03-22
2019-03-25,36.040001,2019-03-25
2019-03-26,35.98,2019-03-26
2019-03-27,36.32,2019-03-27
2019-03-28,36.419998,2019-03-28
2019-03-29,36.389999,2019-03-29
2019-04-01,35.799999,2019-04-01
2019-04-02,35.869999,2019-04-02
2019-04-03,35.549999,2019-04-03
2019-04-04,35.669998,2019-04-04
2019-04-05,35.700001,2019-04-05
2019-04-08,35.580002,2019-04-08
2019-04-09,35.720001,2019-04-09
2019-04-10,35.790001,2019-04-10
2019-04-11,35.599998,2019-04-11
2019-04-12,35.349998,2019-04-12
2019-04-15,35.43,2019-04-15
2019-04-16,35.23,2019-04-16
2019-04-17,35.220001,2019-04-17
2019-04-18,35.419998,2019-04-18
2019-04-22,35.23,2019-04-22
2019-04-23,35.310001,2019-04-23
2019-04-24,35.59,2019-04-24
2019-04-25,35.529999,2019-04-25
2019-04-26,35.66,2019-04-26
2019-04-29,35.450001,2019-04-29
2019-04-30,35.630001,2019-04-30
2019-05-01,35.66,2019-05-01
2019-05-02,35.52,2019-05-02
2019-05-03,35.599998,2019-05-03
2019-05-06,35.720001,2019-05-06
2019-05-07,35.970001,2019-05-07
2019-05-08,35.830002,2019-05-08
2019-05-09,35.950001,2019-05-09
2019-05-10,35.91,2019-05-10
2019-05-13,36.200001,2019-05-13
2019-05-14,36.080002,2019-05-14
2019-05-15,36.32,2019-05-15
2019-05-16,36.189999,2019-05-16
2019-05-17,36.279999,2019-05-17
2019-05-20,36.189999,2019-05-20
2019-05-21,36.139999,2019-05-21
2019-05-22,36.349998,2019-05-22
2019-05-23,36.75,2019-05-23
2019-05-24,36.779999,2019-05-24
2019-05-28,37.049999,2019-05-28
2019-05-29,37.139999,2019-05-29
2019-05-30,37.450001,2019-05-30
2019-05-31,37.919998,2019-05-31
2019-06-03,38.080002,2019-06-03
2019-06-04,37.669998,2019-06-04
2019-06-05,37.459999,2019-06-05
2019-06-06,37.560001,2019-06-06
2019-06-07,37.889999,2019-06-07
2019-06-10,37.560001,2019-06-10
2019-06-11,37.59,2019-06-11
2019-06-12,37.610001,2019-06-12
2019-06-13,37.740002,2019-06-13
2019-06-14,37.82,2019-06-14
2019-06-17,37.880001,2019-06-17
2019-06-18,38.049999,2019-06-18
2019-06-19,38.099998,2019-06-19
2019-06-20,38.209999,2019-06-20
2019-06-21,37.84,2019-06-21
2019-06-24,38.099998,2019-06-24
2019-06-25,38.23,2019-06-25
2019-06-26,37.970001,2019-06-26
2019-06-27,38.23,2019-06-27
2019-06-28,38.16,2019-06-28
2019-07-01,38.049999,2019-07-01
2019-07-02,38.310001,2019-07-02
2019-07-03,38.560001,2019-07-03
2019-07-05,38.110001,2019-07-05
2019-07-08,38.150002,2019-07-08
2019-07-09,38.139999,2019-07-09
2019-07-10,37.93,2019-07-10
2019-07-11,37.43,2019-07-11
2019-07-12,37.48,2019-07-12
2019-07-15,37.700001,2019-07-15
2019-07-16,37.580002,2019-07-16
2019-07-17,37.98,2019-07-17
2019-07-18,37.990002,2019-07-18
2019-07-19,37.91,2019-07-19
2019-07-22,37.959999,2019-07-22
2019-07-23,37.77,2019-07-23
2019-07-24,37.919998,2019-07-24
2019-07-25,37.740002,2019-07-25
2019-07-26,37.84,2019-07-26
2019-07-29,37.84,2019-07-29
2019-07-30,37.939999,2019-07-30
2019-07-31,38.23,2019-07-31
2019-08-01,38.869999,2019-08-01
2019-08-02,39.220001,2019-08-02
2019-08-05,39.889999,2019-08-05
2019-08-06,40.189999,2019-08-06
2019-08-07,40.23,2019-08-07
2019-08-08,40.299999,2019-08-08
2019-08-09,40.220001,2019-08-09
2019-08-12,41.040001,2019-08-12
2019-08-13,40.900002,2019-08-13
2019-08-14,41.799999,2019-08-14
2019-08-15,42.259998,2019-08-15
2019-08-16,41.900002,2019-08-16
2019-08-19,41.360001,2019-08-19
2019-08-20,41.75,2019-08-20
2019-08-21,41.5,2019-08-21
2019-08-22,41.23,2019-08-22
2019-08-23,41.869999,2019-08-23
2019-08-26,41.73,2019-08-26
2019-08-27,42.330002,2019-08-27
2019-08-28,42.380001,2019-08-28
2019-08-29,42.23,2019-08-29
2019-08-30,42.279999,2019-08-30
2019-09-03,42.220001,2019-09-03
2019-09-04,42.25,2019-09-04
2019-09-05,41.560001,2019-09-05
2019-09-06,41.799999,2019-09-06
2019-09-09,41.080002,2019-09-09
2019-09-10,40.400002,2019-09-10
2019-09-11,40.32,2019-09-11
2019-09-12,40.09,2019-09-12
2019-09-13,39.220001,2019-09-13
2019-09-16,39.709999,2019-09-16
2019-09-17,39.939999,2019-09-17
2019-09-18,40.09,2019-09-18
2019-09-19,40.220001,2019-09-19
2019-09-20,40.700001,2019-09-20
2019-09-23,40.740002,2019-09-23
2019-09-24,41.240002,2019-09-24
2019-09-25,40.610001,2019-09-25
2019-09-26,40.880001,2019-09-26
2019-09-27,40.959999,2019-09-27
2019-09-30,41.029999,2019-09-30
2019-10-01,41.130001,2019-10-01
2019-10-02,41.23,2019-10-02
2019-10-03,41.610001,2019-10-03
2019-10-04,41.869999,2019-10-04
2019-10-07,41.529999,2019-10-07
2019-10-08,41.669998,2019-10-08
2019-10-09,41.389999,2019-10-09
2019-10-10,40.810001,2019-10-10
2019-10-11,40.34,2019-10-11
2019-10-14,40.619999,2019-10-14
2019-10-15,40.139999,2019-10-15
2019-10-16,40.169998,2019-10-16
2019-10-17,40.080002,2019-10-17
2019-10-18,40.080002,2019-10-18
2019-10-21,39.77,2019-10-21
2019-10-22,40.009998,2019-10-22
2019-10-23,40.060001,2019-10-23
2019-10-24,39.990002,2019-10-24
2019-10-25,39.790001,2019-10-25
2019-10-28,39.459999,2019-10-28
2019-10-29,39.490002,2019-10-29
2019-10-30,40.040001,2019-10-30
2019-10-31,40.540001,2019-10-31
2019-11-01,40.349998,2019-11-01
2019-11-04,39.830002,2019-11-04
2019-11-05,39.41,2019-11-05
2019-11-06,39.619999,2019-11-06
2019-11-07,38.950001,2019-11-07
2019-11-08,38.759998,2019-11-08
2019-11-11,38.810001,2019-11-11
2019-11-12,38.970001,2019-11-12
2019-11-13,39.189999,2019-11-13
2019-11-14,39.610001,2019-11-14
2019-11-15,39.540001,2019-11-15
2019-11-18,39.650002,2019-11-18
2019-11-19,39.950001,2019-11-19
2019-11-20,40.400002,2019-11-20
2019-11-21,40.139999,2019-11-21
2019-11-22,40.139999,2019-11-22
2019-11-25,40.27,2019-11-25
2019-11-26,40.5,2019-11-26
2019-11-27,40.369999,2019-11-27
2019-11-29,40.279999,2019-11-29
2019-12-02,39.73,2019-12-02
2019-12-03,40.5,2019-12-03
2019-12-04,40.110001,2019-12-04
